name,category,city,lat,lon,source
Lekhadia Hospital,Health,Ahmedabad,23.004215,72.555762,OSM
Amijyot Eye Hospital,Health,Ahmedabad,23.007419,72.558972,OSM
Ratnam Eye Hospital,Health,Ahmedabad,23.00829,72.559509,OSM
Gandhi Uro Care,Health,Ahmedabad,23.016528,72.566335,OSM
Sannidhya Hospital,Health,Ahmedabad,23.018302,72.562601,OSM
Tulip Women's Hospital,Health,Ahmedabad,23.020171,72.518947,OSM
Matulya ENT Clinic,Health,Ahmedabad,23.020045,72.529819,OSM
Jyoti Maternity Hospital,Health,Ahmedabad,23.022188,72.538524,OSM
Jyoti Eye Hospital- Phaco Laser Centre,Health,Ahmedabad,23.012184,72.558998,OSM
Dr Ajay Praful Munshi Surgical Nursing Home,Health,Ahmedabad,23.001224,72.560187,OSM
Bhavasar Eye Hospital and Maternity Nursing Home,Health,Ahmedabad,23.008651,72.54852,OSM
Kirenben Maternity And Nursing Home,Health,Ahmedabad,23.02251,72.511785,OSM
Sanket Children Hospial,Health,Ahmedabad,23.007381,72.558906,OSM
Urva Children Hospital and Neonatal Care,Health,Ahmedabad,23.013382,72.526473,OSM
"Sarthak Orthopaedic Hospital, Parimal Crosssing",Health,Ahmedabad,23.019441,72.558617,OSM
Sarvamangal Women Hospital,Health,Ahmedabad,23.013414,72.530409,OSM
"Navkar Children Hospital, Ahmedabad",Health,Ahmedabad,23.016274,72.529815,OSM
Dr Chirag M Desai Eye Care,Health,Ahmedabad,23.008875,72.562326,OSM
Nanavati Maternity Hospital,Health,Ahmedabad,23.003407,72.518924,OSM
Karnavati Hospital Pvt. Ltd.,Health,Ahmedabad,23.021702,72.572517,OSM
"Dev Hospital, Vasna",Health,Ahmedabad,23.006013,72.544785,OSM
Dr Praful Munishi's Nursing Home,Health,Ahmedabad,23.019777,72.565397,OSM
Sparsh Orthopedic Oncology Clinic,Health,Ahmedabad,23.023194,72.569933,OSM
Sannidhya Eye Hospital,Health,Ahmedabad,23.00609,72.555782,OSM
Shyamal Orthopaedic Hospital,Health,Ahmedabad,23.013356,72.526383,OSM
Manish Eye Hospital - Ahmedabad,Health,Ahmedabad,23.002113,72.550557,OSM
"Matoshree Hospital, Ahmedabad",Health,Ahmedabad,23.00068,72.546536,OSM
Sanjivani Maternity,Health,Ahmedabad,23.013068,72.524599,OSM
Dr. Devendra Kanaiyalal Hospital and Nursing Home,Health,Ahmedabad,23.016268,72.568153,OSM
Gheewala Hospital,Health,Ahmedabad,23.015213,72.563816,OSM
Dr.Santosh C.Raibagkar,Health,Ahmedabad,23.019961,72.560457,OSM
Diva Eye Institute Hospital,Health,Ahmedabad,23.01826,72.556889,OSM
Stavan Eye Clinic,Health,Ahmedabad,23.011259,72.564504,OSM
Khush Eye Hospital,Health,Ahmedabad,23.018629,72.558453,OSM
Dr. Umesh D. Buch,Health,Ahmedabad,23.001672,72.547924,OSM
Eye Care Hospital Pvt. Ltd.,Health,Ahmedabad,23.024145,72.549848,OSM
Polio Foundation,Health,Ahmedabad,23.004712,72.53749,OSM
Archit Orthopaedic Hospital,Health,Ahmedabad,23.007098,72.556798,OSM
"Bavishi Eye Hospital, Ahmedabad",Health,Ahmedabad,23.021803,72.541327,OSM
Sarjan Maternity and Nursing Home,Health,Ahmedabad,23.002313,72.548329,OSM
Aash Arthoscopy Centre,Health,Ahmedabad,23.01766,72.560572,OSM
"Shaurya Hospital, Ahmedabad",Health,Ahmedabad,23.010969,72.562629,OSM
Navkar Hospital,Health,Ahmedabad,23.012909,72.545772,OSM
Krishna Shalby Hospital,Health,Ahmedabad,23.023929,72.441471,OSM
"Sagar Hospital, Ahmedabad",Health,Ahmedabad,23.00639,72.533577,OSM
Om Surgical Nursing Home,Health,Ahmedabad,23.017918,72.558257,OSM
Satellite Orthopaedic Hospital And Research Centre Pvt Ltd,Health,Ahmedabad,23.013731,72.525363,OSM
Chirayu Orthopaedic and Spine Hospital,Health,Ahmedabad,23.007044,72.565817,OSM
"Long Life Hospital, Ahmedabad",Health,Ahmedabad,23.013039,72.563785,OSM
"Mamta Children Hospital, Ahmedabad",Health,Ahmedabad,23.023991,72.531369,OSM
Dr.Joshi Maternity And Gynec Hospital,Health,Ahmedabad,23.018864,72.560654,OSM
Dr. Manoj Tank E.N.T. Hospital,Health,Ahmedabad,23.023249,72.571951,OSM
Rushabh Medi-Surge Hospital Pvt Ltd,Health,Ahmedabad,23.012598,72.51782,OSM
Kanchi Orthopaedic Hospital,Health,Ahmedabad,23.010948,72.546568,OSM
Bodyline Hospitals,Health,Ahmedabad,23.009941,72.554567,OSM
Samkit Hospital Icu and Iccu,Health,Ahmedabad,23.005715,72.532901,OSM
Vrundavan Children Hospital,Health,Ahmedabad,23.016969,72.566726,OSM
"Aditya Hospital, Ahmedabad",Health,Ahmedabad,23.004325,72.552075,OSM
Krupanidhi Hospital,Health,Ahmedabad,23.015297,72.563877,OSM
Dr. Rajiv Thakores Hospital,Health,Ahmedabad,23.017662,72.553909,OSM
Jarmarwala Hospital,Health,Ahmedabad,23.019925,72.545877,OSM
Sanghavi Hospital Pvt. Ltd.,Health,Ahmedabad,23.006697,72.556368,OSM
"Parth Surgical Hospital, Ahmedabad",Health,Ahmedabad,23.002996,72.554422,OSM
Sanidhaya Maternity and Nursing Home,Health,Ahmedabad,23.01432,72.530152,OSM
Sahjanand Orthopaedic Hospital,Health,Ahmedabad,23.012629,72.51789,OSM
Sehat Hospital Clinic,Health,Ahmedabad,22.993204,72.525821,OSM
Shree Harikrupa Hospital,Health,Ahmedabad,23.020061,72.561555,OSM
Amardeep Multispeciality Children Hospital,Health,Ahmedabad,23.020207,72.564267,OSM
R. Tolat Eye Clinic,Health,Ahmedabad,23.013736,72.560387,OSM
Shreyas Speciality Hospital,Health,Ahmedabad,23.002323,72.517528,OSM
"Rugveda Practur and Orthopaedic Hospital, Ahmedabad",Health,Ahmedabad,23.002155,72.546721,OSM
"Swastik Surgical Hospital And Dental Clinic, Ahmedabad",Health,Ahmedabad,23.003474,72.518905,OSM
Mahin Lifecare Services Pvt.Ltd,Health,Ahmedabad,22.99316,72.525652,OSM
Ashray Clinic,Health,Ahmedabad,23.007279,72.557379,OSM
Babul E.N.T. Hospital,Health,Ahmedabad,23.024601,72.544957,OSM
Cardio Vascular Clinic - Ahmedabad,Health,Ahmedabad,23.012882,72.52164,OSM
Navkalp Children Hospital,Health,Ahmedabad,23.005981,72.559936,OSM
Dr. Atul H Kansara `S (E.N.T) Hospital,Health,Ahmedabad,23.010174,72.562197,OSM
Aneri Surgical and Neuro Surgical Hospital,Health,Ahmedabad,23.001642,72.548167,OSM
Shree Hari Clinic,Health,Ahmedabad,23.015975,72.513641,OSM
Cure Sight Laser Centre,Health,Ahmedabad,23.020177,72.557914,OSM
Prabhujyot Inst. Of G.I. Endoscopy and Laproscop,Health,Ahmedabad,23.010025,72.546544,OSM
Vatsalya Gynec Hospital,Health,Ahmedabad,23.006695,72.532583,OSM
Peshant House Hospital,Health,Ahmedabad,23.012758,72.567096,OSM
Jagdish Orthopadic Hospital,Health,Ahmedabad,23.020984,72.543645,OSM
Jaliyan Orthopaedic Hospital,Health,Ahmedabad,23.022686,72.569733,OSM
"Shreyas Orthopedic Hospital, Vasna",Health,Ahmedabad,23.002284,72.548234,OSM
Chintan Orthopaedic Hospital,Health,Ahmedabad,23.007242,72.536297,OSM
Dr. Trivedis Arthroscopy Clinic And Hospital,Health,Ahmedabad,23.024953,72.547251,OSM
"Spandan Hospital, Ahmedabad",Health,Ahmedabad,23.003451,72.518919,OSM
"Shree Maternity and Nursing Home, Ahmedabad",Health,Ahmedabad,23.016341,72.529849,OSM
Dr. Sejal Desai Eye Hospital,Health,Ahmedabad,23.001629,72.547945,OSM
Vishwa Ent Hospital,Health,Ahmedabad,23.022034,72.525325,OSM
Navkar Plastic Surgery Hospital,Health,Ahmedabad,23.014419,72.56292,OSM
Gujrat Child Care Hospital,Health,Ahmedabad,23.013659,72.530388,OSM
"Jain Hospital and Icu, Jivraj Park",Health,Ahmedabad,23.005828,72.532932,OSM
Saraiya Plastic Surgery And Burns Hospital,Health,Ahmedabad,23.015271,72.563827,OSM
"Sushrut Hospital, Ahmedabad",Health,Ahmedabad,23.009041,72.562228,OSM
Rushil Cancer And Endocrine Care,Health,Ahmedabad,23.021305,72.543519,OSM
Shyam Urological Hospital,Health,Ahmedabad,23.019345,72.557294,OSM
Gujarat Institute Of Psnchological Sciences Hospit,Health,Ahmedabad,23.01855,72.536278,OSM
Abhisek Maternity and Nursing Home,Health,Ahmedabad,23.015793,72.524338,OSM
Nishant E N T Hospital,Health,Ahmedabad,23.016879,72.566781,OSM
"Siddhivinayak Hospital, Ahmedabad",Health,Ahmedabad,23.017546,72.557695,OSM
Clear Vision Eye Hospital( Unit 1),Health,Ahmedabad,23.003008,72.555146,OSM
Shreeji Maternity and Surgical Nursing Home,Health,Ahmedabad,23.01322,72.518628,OSM
Apollo Pharmacy,Health,Ahmedabad,23.016811,72.470231,OSM
Sannidhya Hospital,Health,Ahmedabad,23.016634,72.469625,OSM
Navkaar Hospital,Health,Ahmedabad,23.016611,72.469558,OSM
Netralaya-The Eye Associates,Health,Ahmedabad,23.019301,72.557246,OSM
Sahyog General Hospital and Nursing Home,Health,Ahmedabad,22.987033,72.473206,OSM
Smt.NHL Municipal Medical College Hospital,Health,Ahmedabad,23.018716,72.571427,OSM
Gujrat Diagnostic Center and Pathology Laboratory,Health,Ahmedabad,23.016489,72.566523,OSM
BSNL Exchange,Health,Ahmedabad,22.999893,72.546824,OSM
Amena Khatun General Hospital,Health,Ahmedabad,22.992811,72.519188,OSM
Life Care Clinic,Health,Ahmedabad,22.98775,72.56735,OSM
Sai Krupa Hospital,Health,Ahmedabad,23.018828,72.5135,OSM
Vismay Child Care Hospital,Health,Ahmedabad,23.019857,72.512076,OSM
Sahyog Hospital,Health,Ahmedabad,22.987475,72.478853,OSM
Navjivan hospital,Health,Ahmedabad,22.985971,72.500866,OSM
Hope Hospital,Health,Ahmedabad,22.985509,72.493561,OSM
Mamata Hospital,Health,Ahmedabad,22.984511,72.49893,OSM
SHREY HOSPITAL,Health,Ahmedabad,22.9836,72.49847,OSM
Mamta Hospital,Health,Ahmedabad,22.980982,72.501192,OSM
Dr. Maulik Patwa,Health,Ahmedabad,23.017291,72.55578,OSM
Rathi Hospital,Health,Ahmedabad,23.022855,72.5261,OSM
Jyoti Maternity Hospital,Health,Ahmedabad,23.02222,72.538511,OSM
Vatsalya Gynec Hospital,Health,Ahmedabad,23.006742,72.53258,OSM
Jivraj Mehta Hospital,Health,Ahmedabad,23.008631,72.543256,OSM
Shree Harikrupa Hospital,Health,Ahmedabad,23.020112,72.561561,OSM
ADORN AESTHETIC CLINIC,Health,Ahmedabad,23.022604,72.550954,OSM
Sheath hospital,Health,Ahmedabad,23.00188,72.55442,OSM
Shalby Hospital,Health,Ahmedabad,23.019033,72.506514,OSM
Jivraj Mehta Hospital,Health,Ahmedabad,23.008206,72.543875,OSM
Khandwala Orthopeadic Hospital and Skin Clinic,Health,Ahmedabad,23.022261,72.545635,OSM
"Vision Care Eye Hospital, Ahmedabad",Health,Ahmedabad,23.022015,72.54628,OSM
Janam Hospital,Health,Ahmedabad,23.013062,72.530482,OSM
Dr.Maulik Patwa,Health,Ahmedabad,23.017192,72.555676,OSM
Sahyog Hospital,Health,Ahmedabad,22.986643,72.473063,OSM
Navkar Plastic Surgery Hospital,Health,Ahmedabad,23.014303,72.562856,OSM
Vani Hospital & IVF center,Health,Ahmedabad,22.99465,72.615754,OSM
Vani IVF Center,Health,Ahmedabad,22.994662,72.615422,OSM
ESIS HOSPITAL,Health,Ahmedabad,22.999168,72.616665,OSM
Rukshmani Hospital,Health,Ahmedabad,22.999275,72.619305,OSM
Aarna Hospital,Health,Ahmedabad,22.995052,72.602316,OSM
"Kunal Medical Hospital, Ahmedabad",Health,Ahmedabad,22.998254,72.625063,OSM
"Dhwani General Hospital, Nursing Home and Materity Home",Health,Ahmedabad,23.01465,72.64489,OSM
Matrupooja Eye Hospital,Health,Ahmedabad,22.974579,72.602409,OSM
Kadam Maternity Home and Sonography Clinic,Health,Ahmedabad,23.006166,72.59593,OSM
Aarti Surgical Nursing Home,Health,Ahmedabad,22.99601,72.612172,OSM
Shivam Eye Hospital,Health,Ahmedabad,22.999401,72.635974,OSM
Shubham Ent Hospital,Health,Ahmedabad,23.021799,72.645708,OSM
Chhaya Maternity Nursing Home,Health,Ahmedabad,22.97986,72.599806,OSM
Odhav Orthopaedic Hospital,Health,Ahmedabad,23.012369,72.645031,OSM
"Akshar Surgical Hospital, Maninagar",Health,Ahmedabad,22.995072,72.607544,OSM
Synergy Neonatal and Pediatric Centre,Health,Ahmedabad,22.995734,72.608254,OSM
Jhanvi Fracture and Orthopaedic Hospital,Health,Ahmedabad,22.988069,72.605309,OSM
Abhishek Hospital and Heart Centre,Health,Ahmedabad,22.999536,72.607945,OSM
Dhwani Children Hospital,Health,Ahmedabad,23.022287,72.594167,OSM
"Jankalyan Hospital, Ahmedabad",Health,Ahmedabad,23.001335,72.590504,OSM
Dhruv Health Care,Health,Ahmedabad,22.99253,72.631802,OSM
"Parimal Hospital, Ahmedabad",Health,Ahmedabad,22.999773,72.609062,OSM
Ratan Hospital,Health,Ahmedabad,23.000933,72.595249,OSM
Shilp Orthopaedics And Trauma Centre,Health,Ahmedabad,22.983097,72.602871,OSM
Shashvat Child Care,Health,Ahmedabad,22.991094,72.617479,OSM
Sardar Hosital,Health,Ahmedabad,22.99909,72.600916,OSM
Clear Vision Eye Hospital (Unit 3),Health,Ahmedabad,23.000197,72.604851,OSM
Riddhi Medical Nursing Home,Health,Ahmedabad,22.993832,72.603798,OSM
Kothari Onco Surgical Hospital,Health,Ahmedabad,22.996194,72.603863,OSM
Nilkanth Hospital,Health,Ahmedabad,22.991475,72.611707,OSM
Ansuya General Hospital,Health,Ahmedabad,22.990626,72.612531,OSM
"Aastha Hospital, Ahmedabad",Health,Ahmedabad,22.997948,72.610908,OSM
Ahmedabad Medical Centre,Health,Ahmedabad,22.995712,72.611897,OSM
Dr Sunil Shah's Eye Hospital,Health,Ahmedabad,22.996868,72.603747,OSM
"Kamal Hospital, Ahmedabad",Health,Ahmedabad,22.994715,72.611983,OSM
Manoramya Children Hospital and Neonatal Centre,Health,Ahmedabad,22.995633,72.60391,OSM
Lavingia Orthopedic Hospital,Health,Ahmedabad,22.992281,72.605919,OSM
Divya Jeevan Medical Hospital,Health,Ahmedabad,23.012717,72.638903,OSM
"Gujarat Hospital, Ahmedabad",Health,Ahmedabad,23.004575,72.638627,OSM
Ratan Deep Surgical And Endoscopy Clinic,Health,Ahmedabad,22.999008,72.608245,OSM
Hariom Multispeciality Hospital,Health,Ahmedabad,22.999875,72.65753,OSM
Shreejee Hospital,Health,Ahmedabad,22.979135,72.61953,OSM
"Geeta Nursing Home, Ahmedabad",Health,Ahmedabad,23.002636,72.597175,OSM
Dr. Shurti Ent Hospital,Health,Ahmedabad,22.998006,72.609791,OSM
Babycare Children Hospital and Neonatal Centre,Health,Ahmedabad,22.993399,72.629155,OSM
"Shreedhar Hospital, Ahmedabad",Health,Ahmedabad,23.000075,72.659128,OSM
"Ashirwad Surgical Hospital, C.T.M",Health,Ahmedabad,22.999799,72.635904,OSM
Dr. Shailesh Shah Surgical Hospital and End. Clinic,Health,Ahmedabad,23.009586,72.598833,OSM
"Parth Eye Hospital, Ahmedabad",Health,Ahmedabad,23.004809,72.590133,OSM
"Prabhu Nursing Home, Ahmedabad",Health,Ahmedabad,22.999355,72.635742,OSM
Dr.Soneji Hospital,Health,Ahmedabad,23.001742,72.591741,OSM
Rangam Multispeciality Hospital,Health,Ahmedabad,23.009919,72.645095,OSM
"Trupti Heart and Medical Hospital, Ahmedabad",Health,Ahmedabad,23.004289,72.590508,OSM
Bhakti Maternity and Sonography Clinic,Health,Ahmedabad,23.0014,72.635593,OSM
"Joitiba General Hospital, Ahmedabad",Health,Ahmedabad,22.978619,72.611884,OSM
Anoop Children Hospital,Health,Ahmedabad,22.992688,72.632125,OSM
Aniket Ent Hospital,Health,Ahmedabad,22.992633,72.632124,OSM
Vatsalya Neonatal and Children Hospital,Health,Ahmedabad,23.020866,72.638844,OSM
Kanan Maternity and Nursing Home,Health,Ahmedabad,22.997746,72.609115,OSM
Arpan Orthopedic and Trauma Hospital,Health,Ahmedabad,23.002457,72.595257,OSM
Pearl Eye Hospital,Health,Ahmedabad,23.009843,72.580603,OSM
Pallav J M Desai Memorial Hospital (Better Health Pvt.Ltd.),Health,Ahmedabad,22.994762,72.614101,OSM
Rukshmani Medical Hospital,Health,Ahmedabad,23.003179,72.633476,OSM
Vraj Hospital and Heart Care Center,Health,Ahmedabad,22.980618,72.6022,OSM
Raghuvir Eye Hospital,Health,Ahmedabad,22.994792,72.607466,OSM
"Palak Hospital, Ahmedabad",Health,Ahmedabad,22.998948,72.625189,OSM
Palak Eye Hospital,Health,Ahmedabad,22.994931,72.60688,OSM
Rukshmani Government Hospital,Health,Ahmedabad,22.999481,72.619726,OSM
Ashirwad Children and Eye Hospital,Health,Ahmedabad,22.997899,72.607921,OSM
Ayushman Medical Hospital and Dignosis Center,Health,Ahmedabad,23.023712,72.639149,OSM
"Ravi Surgical Hospital, Ahmedabad",Health,Ahmedabad,22.998084,72.609856,OSM
Shrreeji Surgical Hospital,Health,Ahmedabad,22.998161,72.625165,OSM
"Parth Eye Hospital, Isanpur",Health,Ahmedabad,22.979893,72.59976,OSM
Dr Dipak C Shah E N T Hospital,Health,Ahmedabad,22.995652,72.612109,OSM
Swapn Healthcare Hospital Pvt. Ltd,Health,Ahmedabad,22.983424,72.597176,OSM
Nadkarni's 21St Century Hospitals Pvt Ltd,Health,Ahmedabad,22.997996,72.63552,OSM
"Dr, Nayan V Shah Surgical Hospital",Health,Ahmedabad,22.98093,72.598748,OSM
Shlok Medical and Heart Hospital,Health,Ahmedabad,22.987201,72.603419,OSM
Vishwa Medical And Heart Hospital,Health,Ahmedabad,23.002901,72.595717,OSM
"Vivek Children Hospital, Khokhara",Health,Ahmedabad,23.001746,72.618301,OSM
"Harshil Medical Nursing Home, Isanpur",Health,Ahmedabad,22.981356,72.598862,OSM
CGHS Dispensary No.2,Health,Ahmedabad,22.999895,72.590626,OSM
"Ashirwad Hospital, Ahmedabad",Health,Ahmedabad,22.987342,72.611577,OSM
Yogiji Medical Hospital,Health,Ahmedabad,22.998535,72.624753,OSM
Ashadeep Polyclinic and Nursing Home,Health,Ahmedabad,22.929137,72.661964,OSM
Geeta Maternity and Polyclinic Nursing Home,Health,Ahmedabad,22.981714,72.598222,OSM
Kuvar Ba General Hospital,Health,Ahmedabad,23.011487,72.649104,OSM
Dr. Ashish B. Dave,Health,Ahmedabad,22.997333,72.6093,OSM
Shukan Maternity Home,Health,Ahmedabad,22.996806,72.656253,OSM
Rajni Women's Hospital and Research Centre,Health,Ahmedabad,22.991433,72.633829,OSM
Smruti Hospital,Health,Ahmedabad,23.005463,72.590412,OSM
Raj Maternity Home,Health,Ahmedabad,22.979024,72.610589,OSM
"Siddhi Vinayak Hospital, Ahmedabad",Health,Ahmedabad,23.004135,72.606453,OSM
Rajput Eye Hospital,Health,Ahmedabad,23.012963,72.638872,OSM
Het Childcare Hospital,Health,Ahmedabad,23.002822,72.618344,OSM
Dhwani General Hospital Nursing Home and Maternity Home,Health,Ahmedabad,23.014733,72.644916,OSM
Neha Children Hospitals and Neonatal Centre,Health,Ahmedabad,23.003165,72.595221,OSM
Jayshri Medical Hospital,Health,Ahmedabad,23.004881,72.63672,OSM
V and M Orthopaedic Centre,Health,Ahmedabad,22.997029,72.606839,OSM
Family Care Nursing Home,Health,Ahmedabad,22.983459,72.601811,OSM
Giriraj Orthopaedic Hospital,Health,Ahmedabad,23.009493,72.598879,OSM
Shree Umiya Multi Speciality Hospital,Health,Ahmedabad,23.019646,72.593685,OSM
Vahedi Hospital,Health,Ahmedabad,22.999361,72.585958,OSM
Herbal Unani Clinic,Health,Ahmedabad,23.014903,72.582281,OSM
Jankalyan Janaseva Hospital,Health,Ahmedabad,22.963407,72.591265,OSM
Shruti ENT Hospital,Health,Ahmedabad,22.997277,72.609198,OSM
Apollo Clinic,Health,Ahmedabad,22.999263,72.608319,OSM
Child Care Surgical Hospital,Health,Ahmedabad,22.997459,72.610435,OSM
Mamta Maternity Home,Health,Ahmedabad,23.023497,72.594624,OSM
LM Referral Hospital,Health,Ahmedabad,23.018949,72.597401,OSM
Mysorewala Surgical Hospital,Health,Ahmedabad,23.021085,72.590077,OSM
"Avishkar Multi Speciality, ICU and Trauma Centre",Health,Ahmedabad,22.988104,72.611857,OSM
Chanchalba Maternity Hospital,Health,Ahmedabad,22.999585,72.600316,OSM
Dr. Ramanlal Hospital,Health,Ahmedabad,22.998028,72.600585,OSM
Dr. Mubassir Saiyad,Health,Ahmedabad,23.001855,72.589145,OSM
Kilu ENT Hospital,Health,Ahmedabad,22.997006,72.606372,OSM
Bhanu Jit Maternity and Nursing Home,Health,Ahmedabad,23.005749,72.595118,OSM
Atharva Ayurveda Clinic and Panchakarma Centre,Health,Ahmedabad,22.997505,72.604633,OSM
Madhavbaug Clinic,Health,Ahmedabad,23.000113,72.603228,OSM
Shree Shakti General Hospital,Health,Ahmedabad,22.966692,72.589349,OSM
Sneh Clinic,Health,Ahmedabad,22.998786,72.608215,OSM
Artificial Eye Surgery,Health,Ahmedabad,23.002052,72.607654,OSM
Rupam Women's Clinic,Health,Ahmedabad,22.998272,72.594397,OSM
Maryam Hospital,Health,Ahmedabad,22.981501,72.588856,OSM
Gurunanak Hospital,Health,Ahmedabad,22.984428,72.616878,OSM
Hazrat Amina BIbi Hospital,Health,Ahmedabad,22.994775,72.588467,OSM
Dr. Nimesh Trivedi,Health,Ahmedabad,23.020236,72.589322,OSM
Sambhav General Hospital,Health,Ahmedabad,23.006527,72.583296,OSM
Niruj Rheumotogy Clinic,Health,Ahmedabad,22.9981,72.602143,OSM
Kushi Women Hospital,Health,Ahmedabad,23.000266,72.608195,OSM
Mithakhali Stavya Hospital,Health,Ahmedabad,22.996951,72.601663,OSM
Narol ICU and Multi Speciality Hospital,Health,Ahmedabad,22.964669,72.590372,OSM
Dr. Kirit C. Shah,Health,Ahmedabad,23.000123,72.604134,OSM
Dr. Dave Eye Care,Health,Ahmedabad,22.999176,72.607469,OSM
Jatan Children Hospital,Health,Ahmedabad,23.019026,72.593349,OSM
Little Flower Neonatal and Pediatric Super Speciality Hospital,Health,Ahmedabad,22.993645,72.607322,OSM
Parikh Orthopedic Hospital,Health,Ahmedabad,22.996403,72.608657,OSM
Divya Children's Hospital,Health,Ahmedabad,23.023421,72.597732,OSM
Chinubhai Baronet Hospital,Health,Ahmedabad,23.024842,72.598982,OSM
Navdeep Hospital,Health,Ahmedabad,23.003436,72.596416,OSM
Hindu Muslim Ekta Trust Hospital,Health,Ahmedabad,23.012988,72.587951,OSM
Munsipal Hospital,Health,Ahmedabad,23.009168,72.585876,OSM
Mediclaim Hospital,Health,Ahmedabad,22.964661,72.593436,OSM
Maya Maternity Hospital,Health,Ahmedabad,22.994933,72.607517,OSM
Chhipa Welfare Trust Hospital,Health,Ahmedabad,23.015985,72.587351,OSM
TB Hospital,Health,Ahmedabad,23.015102,72.59083,OSM
Lavanya Clinic,Health,Ahmedabad,22.992891,72.60313,OSM
Diya Clinic,Health,Ahmedabad,22.96343,72.589033,OSM
Gandhi Charitable Homeopathy Clinic,Health,Ahmedabad,22.99643,72.609899,OSM
Sharda Surgical Hospital,Health,Ahmedabad,22.997027,72.609335,OSM
Shivam Children Hospital and Pediatric Critical Care Centre,Health,Ahmedabad,23.000322,72.603742,OSM
Aaditya Spine Hospital,Health,Ahmedabad,23.005886,72.591715,OSM
Dr. Tapan A Shah,Health,Ahmedabad,23.000179,72.604388,OSM
Unique Speciality Clinic,Health,Ahmedabad,22.982108,72.585945,OSM
Safal Children Hospital,Health,Ahmedabad,23.001267,72.587772,OSM
Janani Women and Children Hospital,Health,Ahmedabad,22.964468,72.590532,OSM
Devam Hospital,Health,Ahmedabad,23.000081,72.608487,OSM
Matru Chhaya Hospital,Health,Ahmedabad,22.954141,72.612253,OSM
Remedy Hospital,Health,Ahmedabad,22.983088,72.600519,OSM
Sparsh Multi Speciality Hospital,Health,Ahmedabad,22.966305,72.624931,OSM
Dirgayu Orthopedic Hospital,Health,Ahmedabad,22.976884,72.601006,OSM
Suman Hospital,Health,Ahmedabad,22.981475,72.611161,OSM
Kashiba General Hospital,Health,Ahmedabad,22.953285,72.615888,OSM
Dr. Bakulesh Madhu,Health,Ahmedabad,22.981225,72.598839,OSM
Vimala Hospital,Health,Ahmedabad,22.967894,72.617867,OSM
Doctor Bhatt's Hospital,Health,Ahmedabad,22.971831,72.604727,OSM
Medicure Hospital,Health,Ahmedabad,22.970483,72.59312,OSM
Ratan Hospital,Health,Ahmedabad,22.977063,72.592925,OSM
Dhanwantari Clinic,Health,Ahmedabad,22.949082,72.596972,OSM
Smruti Multi Speciality Hospital,Health,Ahmedabad,22.974308,72.611594,OSM
Dr. Jayshree Vadher,Health,Ahmedabad,22.978099,72.599367,OSM
Abhinav Clinic,Health,Ahmedabad,22.945765,72.621215,OSM
Harsh Hospital,Health,Ahmedabad,22.951507,72.624441,OSM
Shakur Children Hospital,Health,Ahmedabad,22.979498,72.598342,OSM
Abhinav Hospital,Health,Ahmedabad,22.966448,72.615995,OSM
Lambha Skin Hospital,Health,Ahmedabad,22.933913,72.576058,OSM
Dr. Dharmendra Thakkar,Health,Ahmedabad,22.953194,72.615095,OSM
Chiranjeevi Hospital,Health,Ahmedabad,22.975087,72.601692,OSM
Ashirvad Hospital,Health,Ahmedabad,22.979475,72.601175,OSM
Roshan General Hospital,Health,Ahmedabad,22.963029,72.61044,OSM
Jyoti Eye Care Hospital,Health,Ahmedabad,22.983163,72.602816,OSM
Dr. Pandya's Maternity Nursing Home,Health,Ahmedabad,22.98578,72.602495,OSM
Shyam Clinic,Health,Ahmedabad,22.950454,72.6222,OSM
Life Care Clinic,Health,Ahmedabad,22.949329,72.623876,OSM
Eye Sight Vision Care Hospital,Health,Ahmedabad,22.978896,72.610165,OSM
New Shraddha Hospital,Health,Ahmedabad,22.97979,72.596942,OSM
Vedanth Medical Hospital,Health,Ahmedabad,22.981784,72.606863,OSM
Dr. Binitha Desai,Health,Ahmedabad,22.977918,72.595312,OSM
Shree Gurukrupa Clinic,Health,Ahmedabad,22.952831,72.616696,OSM
Krishna General Hospital,Health,Ahmedabad,22.93826,72.614834,OSM
Balaji Speciality Hospital,Health,Ahmedabad,22.978245,72.611169,OSM
Noble Clinic,Health,Ahmedabad,22.977722,72.600505,OSM
Pramukh Hospital and Research Centre,Health,Ahmedabad,22.938287,72.614982,OSM
Indira Women's Care and Multi Speciality Hospital,Health,Ahmedabad,22.948094,72.598012,OSM
Seva Clinic,Health,Ahmedabad,22.962971,72.609201,OSM
Dirdhau Hospital,Health,Ahmedabad,22.982085,72.603242,OSM
U.N. Mehta Eye Hospital,Health,Ahmedabad,22.958951,72.618997,OSM
Dr. K.B. Bhagatariya Hospital,Health,Ahmedabad,22.972368,72.587256,OSM
Aman Multi Speciality Hospital,Health,Ahmedabad,22.9605,72.608201,OSM
Apoorva Women's Hospital,Health,Ahmedabad,22.978794,72.60977,OSM
Shraddha Hospital,Health,Ahmedabad,22.98027,72.595008,OSM
Clear Vision Eye Hospital,Health,Ahmedabad,22.978672,72.608642,OSM
Akshar Hospital,Health,Ahmedabad,22.98106,72.610699,OSM
Shree Nathe Hospital,Health,Ahmedabad,22.9812,72.602364,OSM
Prerana Gynec and Maternity Hospital,Health,Ahmedabad,22.974803,72.602266,OSM
