name,category,city,lat,lon,source
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.121363,72.631788,OSM
Koba Circle,Road,Ahmedabad,23.13403,72.63296,OSM
Koba - Gandhinagar Highway,Road,Ahmedabad,23.144394,72.633966,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.13808,72.633299,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.137508,72.633424,OSM
Radhaswami Road,Road,Ahmedabad,23.074075,72.578172,OSM
Bulkhidas Road,Road,Ahmedabad,23.082647,72.590385,OSM
Ram Bag Road,Road,Ahmedabad,23.088206,72.588602,OSM
SHAMALBHAI LALLUBHAI PATEL ROAD,Road,Ahmedabad,23.084232,72.585592,OSM
Anil Strach Mill Road,Road,Ahmedabad,23.044893,72.627534,OSM
132 Ft. Ring Road,Road,Ahmedabad,23.067554,72.572205,OSM
Domestic Airport Road,Road,Ahmedabad,23.073918,72.622052,OSM
Gheekanta Road,Road,Ahmedabad,23.032179,72.597812,OSM
Airport Road,Road,Ahmedabad,23.086049,72.636024,OSM
Sarangpur railway station road,Road,Ahmedabad,23.024689,72.603008,OSM
Naroda gidc factory road,Road,Ahmedabad,23.087955,72.667581,OSM
Kubernagar Road,Road,Ahmedabad,23.088533,72.64928,OSM
Kubernagar-Naroda Road,Road,Ahmedabad,23.084283,72.649459,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.069309,72.587112,OSM
Gandhi Road,Road,Ahmedabad,23.024933,72.593806,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.106778,72.681485,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.089129,72.687239,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.106791,72.681734,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.074942,72.688499,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.047993,72.681842,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.097515,72.686072,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.048272,72.681825,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093483,72.686916,OSM
Nava Naroda Road,Road,Ahmedabad,23.082769,72.67513,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.074949,72.688383,OSM
Dehgam Circle,Road,Ahmedabad,23.088883,72.687139,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.098091,72.685842,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.089212,72.687114,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093466,72.68676,OSM
Manubhai Parmar Overbridge,Road,Ahmedabad,23.032273,72.603383,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115519,72.64908,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.123843,72.603588,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.123387,72.604397,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.132393,72.571403,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.131886,72.576013,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.1363,72.633126,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.130212,72.632693,OSM
RTO Circle,Road,Ahmedabad,23.068863,72.58171,OSM
Ashram Road,Road,Ahmedabad,23.067297,72.582993,OSM
Ashram Road,Road,Ahmedabad,23.067295,72.582842,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.0689,72.582226,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.133471,72.632803,OSM
NH8,Road,Ahmedabad,23.042314,72.640764,OSM
NH8,Road,Ahmedabad,23.047548,72.641133,OSM
Rustom Cama Marg,Road,Ahmedabad,23.027349,72.579461,OSM
Rustom Cama Marg,Road,Ahmedabad,23.027349,72.579461,OSM
Gandhi Bridge,Road,Ahmedabad,23.04013,72.57351,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.039925,72.575786,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.039062,72.582407,OSM
Ashram Road,Road,Ahmedabad,23.056622,72.575944,OSM
Ashram Road,Road,Ahmedabad,23.063273,72.581285,OSM
Balvantrai Mehta Road,Road,Ahmedabad,23.064478,72.584052,OSM
Balvantrai Mehta Road,Road,Ahmedabad,23.064534,72.584173,OSM
Subhash Bridge Circle,Road,Ahmedabad,23.06607,72.583156,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.069371,72.587074,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.069033,72.581992,OSM
BULKHIDAS ROAD,Road,Ahmedabad,23.076452,72.590685,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.073401,72.59191,OSM
Chimanbhai patel Flyover,Road,Ahmedabad,23.073365,72.592092,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.039164,72.582429,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.037558,72.590378,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.03762,72.59038,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.036751,72.595664,OSM
Dr. Ambedkar Road,Road,Ahmedabad,23.048389,72.589668,OSM
Dr. Ambedkar Road,Road,Ahmedabad,23.048095,72.589716,OSM
Maharana Pratap Circle,Road,Ahmedabad,23.053322,72.590563,OSM
Station Road,Road,Ahmedabad,23.033221,72.598004,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.036793,72.595846,OSM
Airport Road,Road,Ahmedabad,23.064369,72.599457,OSM
Airport Circle,Road,Ahmedabad,23.081397,72.616207,OSM
Airport Road,Road,Ahmedabad,23.068813,72.601772,OSM
Airport Road,Road,Ahmedabad,23.085515,72.622289,OSM
Navnitlal Ranchodlal Marg,Road,Ahmedabad,23.044678,72.590779,OSM
Airport Road,Road,Ahmedabad,23.078933,72.61807,OSM
Domestic Airport Road,Road,Ahmedabad,23.073824,72.621963,OSM
Airport Road,Road,Ahmedabad,23.078988,72.61818,OSM
International Terminal Road,Road,Ahmedabad,23.076465,72.621825,OSM
Airport Road,Road,Ahmedabad,23.084598,72.620828,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.087328,72.629974,OSM
Airport Road,Road,Ahmedabad,23.08613,72.63007,OSM
Airport Road,Road,Ahmedabad,23.086085,72.635311,OSM
Airport Road,Road,Ahmedabad,23.094614,72.659626,OSM
Airport Road,Road,Ahmedabad,23.092347,72.647584,OSM
Airport Road,Road,Ahmedabad,23.091486,72.646541,OSM
132 Ft. Ring Road,Road,Ahmedabad,23.067712,72.572155,OSM
Radhaswami Road,Road,Ahmedabad,23.074098,72.578116,OSM
Rustom Cama Marg,Road,Ahmedabad,23.02735,72.579552,OSM
Kubernagar road,Road,Ahmedabad,23.068192,72.642516,OSM
Naroda Patia Circle,Road,Ahmedabad,23.064675,72.642953,OSM
Kotar pur-airport road,Road,Ahmedabad,23.072938,72.643692,OSM
Duffnala Road,Road,Ahmedabad,23.059986,72.59823,OSM
Hanuman sing road,Road,Ahmedabad,23.040797,72.604095,OSM
Doctor Ambedkar Flyover,Road,Ahmedabad,23.041924,72.610839,OSM
Sant Rohidas Road,Road,Ahmedabad,23.051261,72.616944,OSM
Memco Flyover,Road,Ahmedabad,23.056749,72.627215,OSM
Memco Flyover,Road,Ahmedabad,23.0567,72.627181,OSM
Station Road,Road,Ahmedabad,23.030784,72.600282,OSM
Relief Road,Road,Ahmedabad,23.027888,72.599716,OSM
Relief Road,Road,Ahmedabad,23.027946,72.599724,OSM
Relief Road,Road,Ahmedabad,23.027159,72.586307,OSM
Thakkarbapa Nagar Flyover,Road,Ahmedabad,23.038919,72.639651,OSM
Thakkarbapa Nagar Flyover,Road,Ahmedabad,23.03896,72.639654,OSM
Nava Naroda road,Road,Ahmedabad,23.073333,72.668603,OSM
Nikol-Nava Naroda Road,Road,Ahmedabad,23.057895,72.671377,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.11535,72.639506,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.120446,72.631564,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.09838,72.629829,OSM
Bhat Circle,Road,Ahmedabad,23.117171,72.631287,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115865,72.635747,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115307,72.658258,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115392,72.649095,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115194,72.658219,OSM
Galaxy Cinema Under pass,Road,Ahmedabad,23.079279,72.652092,OSM
Babu Jagjivanram Flyover,Road,Ahmedabad,23.044129,72.596817,OSM
NH48,Road,Ahmedabad,23.144936,72.691561,OSM
Rishi Dadhichi Bridge,Road,Ahmedabad,23.054454,72.57609,OSM
Rishi Dadhichi Bridge,Road,Ahmedabad,23.054546,72.576139,OSM
Dudheshwar Road,Road,Ahmedabad,23.050946,72.585422,OSM
Dudheshwar Road,Road,Ahmedabad,23.05106,72.585433,OSM
Dudheshwar Circle,Road,Ahmedabad,23.051701,72.580948,OSM
Navroji Pestonji Vakil Marg,Road,Ahmedabad,23.052601,72.594464,OSM
Rakhiyal Road,Road,Ahmedabad,23.0749,72.658658,OSM
Karai Dam Road,Road,Ahmedabad,23.127066,72.659449,OSM
BRTS CORRIDOR 132 FT RING ROAD,Road,Ahmedabad,23.091308,72.590391,OSM
Naroda gidc factory road,Road,Ahmedabad,23.080231,72.66033,OSM
Motera- chandkheda road,Road,Ahmedabad,23.079729,72.594365,OSM
Rustom Cama Marg,Road,Ahmedabad,23.027258,72.580759,OSM
Canal road,Road,Ahmedabad,23.042914,72.652305,OSM
CHANDLODIA STATION ROAD,Road,Ahmedabad,23.08119,72.558543,OSM
Navroji Pestonji Vakil Marg,Road,Ahmedabad,23.055112,72.595733,OSM
Navroji Pestonji Vakil Marg,Road,Ahmedabad,23.056772,72.597549,OSM
Shahibaug Flyover,Road,Ahmedabad,23.049595,72.593381,OSM
Shahibaug Flyover,Road,Ahmedabad,23.049612,72.593338,OSM
Asarwa Road,Road,Ahmedabad,23.0472,72.61408,OSM
Sarangpur railway station road,Road,Ahmedabad,23.030073,72.607788,OSM
Sarangpur railway station road,Road,Ahmedabad,23.026333,72.609064,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.04044,72.662238,OSM
Kubernagar Road,Road,Ahmedabad,23.079618,72.644496,OSM
MAYA cinema road,Road,Ahmedabad,23.080702,72.641797,OSM
Gheekanta Road,Road,Ahmedabad,23.029846,72.59559,OSM
Tankshal Road,Road,Ahmedabad,23.024419,72.589772,OSM
Nehru Bridge,Road,Ahmedabad,23.026899,72.574422,OSM
Nehru Bridge,Road,Ahmedabad,23.026981,72.574626,OSM
Gandhinagar-Ahmedabad Highway,Road,Ahmedabad,23.158922,72.635642,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.076453,72.687945,OSM
108 GVK EMARI road,Road,Ahmedabad,23.068943,72.681754,OSM
Station Road,Road,Ahmedabad,23.02858,72.60001,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.039703,72.678139,OSM
Naroda Road,Road,Ahmedabad,23.049726,72.62379,OSM
Rakhiyal Road SH-68,Road,Ahmedabad,23.075197,72.659528,OSM
Kathwada Gidc rd no.02,Road,Ahmedabad,23.037487,72.686005,OSM
Kathwada Gidc rd,Road,Ahmedabad,23.032926,72.681365,OSM
Factory Road no.15,Road,Ahmedabad,23.031078,72.686016,OSM
Kathwada Gidc rd no.06,Road,Ahmedabad,23.036668,72.684603,OSM
Kathwada Gidc rd no.07,Road,Ahmedabad,23.035784,72.684543,OSM
Kathwada Gidc rd no.08,Road,Ahmedabad,23.034856,72.686185,OSM
FACTORY Road no.09,Road,Ahmedabad,23.033695,72.683598,OSM
FACTORY Road no.10,Road,Ahmedabad,23.032817,72.68355,OSM
FACTORY Road no.11,Road,Ahmedabad,23.0319,72.683501,OSM
FACTORY Road no.12,Road,Ahmedabad,23.031,72.683453,OSM
FACTORY Road no.13,Road,Ahmedabad,23.030151,72.683407,OSM
FACTORY Road no.14,Road,Ahmedabad,23.02908,72.683349,OSM
FACTORY Road,Road,Ahmedabad,23.030151,72.683407,OSM
Kathwada Gidc rd no.1,Road,Ahmedabad,23.041908,72.684618,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.092504,72.686795,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.101204,72.685451,OSM
Motera- chandkheda road,Road,Ahmedabad,23.080627,72.593558,OSM
BRTS CORRIDOR 132 FT RING ROAD,Road,Ahmedabad,23.091392,72.590162,OSM
Ram Bag Road,Road,Ahmedabad,23.088206,72.588762,OSM
Ahmedabad-Patan Highway Road,Road,Ahmedabad,23.102957,72.586712,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117864,72.619227,OSM
Machhli Circle - Dolphin circle,Road,Ahmedabad,23.072481,72.659936,OSM
Naroda GIDC factory road,Road,Ahmedabad,23.083161,72.667622,OSM
Naroda gidc factory road,Road,Ahmedabad,23.087772,72.665698,OSM
Naroda gidc factory road,Road,Ahmedabad,23.090699,72.666024,OSM
Naroda gidc factory road,Road,Ahmedabad,23.092331,72.669097,OSM
Naroda gidc factory road,Road,Ahmedabad,23.092768,72.668653,OSM
Naroda gidc factory road,Road,Ahmedabad,23.094394,72.6708,OSM
Naroda gidc factory road,Road,Ahmedabad,23.093232,72.672818,OSM
Naroda gidc factory road,Road,Ahmedabad,23.095767,72.672584,OSM
Naroda gidc factory road,Road,Ahmedabad,23.089745,72.666856,OSM
RiverFront Road,Road,Ahmedabad,23.034478,72.575691,OSM
RiverFront Road,Road,Ahmedabad,23.034475,72.575751,OSM
Jantanagar road,Road,Ahmedabad,23.108241,72.578885,OSM
Sabarmati Riverfront Road,Road,Ahmedabad,23.047182,72.576363,OSM
Sabarmati Riverfront Road,Road,Ahmedabad,23.047114,72.576428,OSM
Riverfront Road,Road,Ahmedabad,23.060966,72.588328,OSM
Riverfront Road,Road,Ahmedabad,23.060704,72.587957,OSM
Pramukhswami Maharaj Riverfront Road,Road,Ahmedabad,23.048249,72.573451,OSM
CHANDLODIA STATION ROAD,Road,Ahmedabad,23.08346,72.581279,OSM
Sabarmati Riverfront Road,Road,Ahmedabad,23.028577,72.576055,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.114291,72.664393,OSM
Karai Dam Road,Road,Ahmedabad,23.123791,72.67814,OSM
Karai Dam Road,Road,Ahmedabad,23.12647,72.654377,OSM
Karai Dam Road,Road,Ahmedabad,23.127793,72.665952,OSM
Karai Dam Road,Road,Ahmedabad,23.119688,72.685012,OSM
Karai Dam Road,Road,Ahmedabad,23.126715,72.665921,OSM
Karai Dam Road,Road,Ahmedabad,23.123328,72.676362,OSM
Karai Dam Road,Road,Ahmedabad,23.114301,72.69889,OSM
Asharam ashram road,Road,Ahmedabad,23.097077,72.603055,OSM
Asharam ashram road,Road,Ahmedabad,23.101755,72.60317,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.123268,72.604178,OSM
Airport Circle,Road,Ahmedabad,23.081759,72.616415,OSM
Airport Circle,Road,Ahmedabad,23.081701,72.616183,OSM
Airport Circle,Road,Ahmedabad,23.081431,72.616527,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.032249,72.67565,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.051965,72.684479,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.075734,72.68853,OSM
Karai Dam Road,Road,Ahmedabad,23.126026,72.659582,OSM
Karai Dam Road,Road,Ahmedabad,23.126026,72.659582,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115778,72.637655,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115704,72.635658,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.132209,72.57141,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.132746,72.571372,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.114199,72.662415,OSM
Gandhi Road,Road,Ahmedabad,23.026455,72.599157,OSM
Relief Road,Road,Ahmedabad,23.026428,72.581144,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.129994,72.587829,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117947,72.625905,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117657,72.622933,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.125411,72.600246,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.100787,72.685042,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.12037,72.611965,OSM
Karai Dam Road,Road,Ahmedabad,23.114395,72.705214,OSM
Karai Dam Road,Road,Ahmedabad,23.115092,72.716838,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.113223,72.666371,OSM
NH48,Road,Ahmedabad,23.154307,72.698092,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.11719,72.622606,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.130521,72.584159,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117898,72.627705,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117433,72.629777,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117698,72.628025,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117565,72.628645,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117624,72.627643,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.116981,72.630278,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117472,72.627661,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117039,72.629477,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.11504,72.643411,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115809,72.654135,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115012,72.661054,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115946,72.655867,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.118252,72.615874,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093556,72.686568,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093113,72.686652,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093873,72.686981,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.093622,72.68705,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.091246,72.687305,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.109383,72.67872,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.108793,72.678762,OSM
Kubernagar Road,Road,Ahmedabad,23.084234,72.64483,OSM
Kubernagar Road,Road,Ahmedabad,23.084033,72.644413,OSM
Kubernagar Road,Road,Ahmedabad,23.087984,72.648751,OSM
Bulkhidas Road,Road,Ahmedabad,23.083831,72.590826,OSM
SHAMALBHAI LALLUBHAI PATEL ROAD,Road,Ahmedabad,23.092423,72.585112,OSM
Naroda gidc factory road,Road,Ahmedabad,23.088,72.66754,OSM
Naroda gidc factory road,Road,Ahmedabad,23.097828,72.672904,OSM
Naroda gidc factory road,Road,Ahmedabad,23.080276,72.660384,OSM
Odhav Ring Road Flyover,Road,Ahmedabad,23.025107,72.673015,OSM
Odhav Ring Road Flyover,Road,Ahmedabad,23.025215,72.672911,OSM
Ashram Road,Road,Ahmedabad,23.056559,72.575999,OSM
Ashram Road,Road,Ahmedabad,23.06328,72.581195,OSM
Nava Naroda road,Road,Ahmedabad,23.076148,72.664729,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.130912,72.584473,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.131208,72.582586,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.056467,72.665051,OSM
Thakkarbapa Nagar Flyover,Road,Ahmedabad,23.03838,72.643245,OSM
Thakkarbapa Nagar Flyover,Road,Ahmedabad,23.038339,72.643246,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.115236,72.642829,OSM
Relief Road,Road,Ahmedabad,23.027869,72.595164,OSM
Relief Road,Road,Ahmedabad,23.028478,72.591804,OSM
Tankshal Road,Road,Ahmedabad,23.02662,72.592267,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.131556,72.580128,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.130977,72.580597,OSM
Puna Flyover,Road,Ahmedabad,23.130655,72.584403,OSM
Puna Flyover,Road,Ahmedabad,23.130763,72.584607,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.130432,72.585031,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.130433,72.587971,OSM
Asarwa Road,Road,Ahmedabad,23.050228,72.619793,OSM
NH8,Road,Ahmedabad,23.060179,72.643084,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.057147,72.68721,OSM
Airport Road,Road,Ahmedabad,23.0796,72.611817,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.113052,72.668041,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.113163,72.668082,OSM
Canal road,Road,Ahmedabad,23.06678,72.656287,OSM
Canal road,Road,Ahmedabad,23.06401,72.652241,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.09325,72.686815,OSM
Sardar Patel Ring Road Flyover,Road,Ahmedabad,23.093228,72.686972,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.086897,72.687096,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.087294,72.687473,OSM
Rakhiyal Road,Road,Ahmedabad,23.07157,72.648632,OSM
Rakhiyal Road SH-68,Road,Ahmedabad,23.071693,72.648622,OSM
Rakhiyal Road SH-68,Road,Ahmedabad,23.072806,72.651181,OSM
Rakhiyal Road,Road,Ahmedabad,23.072733,72.651182,OSM
Rustom Cama Marg,Road,Ahmedabad,23.027161,72.577428,OSM
Rustom Cama Marg,Road,Ahmedabad,23.027075,72.577093,OSM
Jantanagar road,Road,Ahmedabad,23.103909,72.577949,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.088549,72.661308,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.090208,72.661399,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.087172,72.660648,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.088092,72.661161,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.085051,72.658941,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.092148,72.663023,OSM
Rakhiyal Road SH-68,Road,Ahmedabad,23.074279,72.654639,OSM
Hanuman sing road,Road,Ahmedabad,23.045392,72.608455,OSM
Hanuman sing road,Road,Ahmedabad,23.044949,72.607184,OSM
Airport Road,Road,Ahmedabad,23.085889,72.628826,OSM
Airport Road,Road,Ahmedabad,23.085809,72.628969,OSM
Hanuman sing road,Road,Ahmedabad,23.04432,72.605986,OSM
Doctor Ambedkar Flyover,Road,Ahmedabad,23.041837,72.610945,OSM
Manubhai Parmar Overbridge,Road,Ahmedabad,23.034322,72.604394,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.049867,72.663529,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.048578,72.663516,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.047921,72.663457,OSM
Manubhai Parmar Overbridge,Road,Ahmedabad,23.03423,72.604307,OSM
Manubhai Parmar Overbridge,Road,Ahmedabad,23.032926,72.603076,OSM
Gheekanta Road,Road,Ahmedabad,23.034982,72.597234,OSM
Gheekanta Road,Road,Ahmedabad,23.034513,72.597177,OSM
Gheekanta Road,Road,Ahmedabad,23.034417,72.597114,OSM
Station Road,Road,Ahmedabad,23.035006,72.597384,OSM
Kasturba Gandhi Road,Road,Ahmedabad,23.035051,72.597326,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.117823,72.625687,OSM
Gandhi Road,Road,Ahmedabad,23.0256,72.59809,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.051697,72.664344,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.064684,72.663424,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.060886,72.664588,OSM
Nikol-Naroda Road,Road,Ahmedabad,23.056455,72.665141,OSM
Maharana Pratap Flyover,Road,Ahmedabad,23.039151,72.63076,OSM
Maharana Pratap Flyover,Road,Ahmedabad,23.038099,72.630604,OSM
Lal Bahadur Shastri Road,Road,Ahmedabad,23.040418,72.630984,OSM
Maharana Pratap Flyover,Road,Ahmedabad,23.041563,72.631399,OSM
Maharana Pratap Flyover,Road,Ahmedabad,23.041573,72.631334,OSM
Virat Nagar Flyover,Road,Ahmedabad,23.026872,72.63884,OSM
Virat Nagar Flyover,Road,Ahmedabad,23.026893,72.638639,OSM
Canal road,Road,Ahmedabad,23.059783,72.649731,OSM
Sardar Chowk,Road,Ahmedabad,23.050819,72.645226,OSM
Galaxy Cinema Under pass,Road,Ahmedabad,23.078681,72.652787,OSM
Kathwada Gidc rd no.02,Road,Ahmedabad,23.042094,72.680802,OSM
Kathwada Gidc rd no.02,Road,Ahmedabad,23.041158,72.68183,OSM
Kathwada Gidc rd no.02,Road,Ahmedabad,23.042018,72.681676,OSM
Kathwada Gidc rd no.02,Road,Ahmedabad,23.04202,72.681458,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.11522,72.656678,OSM
Kathwada Gidc rd no.08,Road,Ahmedabad,23.033818,72.691491,OSM
Kathwada Gidc rd no.08,Road,Ahmedabad,23.033966,72.690951,OSM
Sant Rohidas Road,Road,Ahmedabad,23.055134,72.623731,OSM
Motera- chandkheda road,Road,Ahmedabad,23.074817,72.59309,OSM
Radhaswami Road,Road,Ahmedabad,23.063699,72.576287,OSM
Radhaswami Road,Road,Ahmedabad,23.063982,72.576067,OSM
Kathwada Gidc rd,Road,Ahmedabad,23.027995,72.681097,OSM
Kathwada Gidc rd,Road,Ahmedabad,23.028249,72.681116,OSM
Sardar Patel Ring Road,Road,Ahmedabad,23.02786,72.673493,OSM
Naroda-Dehgam Road,Road,Ahmedabad,23.082766,72.675007,OSM
Rakhiyal Road SH-68,Road,Ahmedabad,23.076878,72.663046,OSM
Anil Strach Mill Road,Road,Ahmedabad,23.036499,72.612222,OSM
Anil Strach Mill Road,Road,Ahmedabad,23.038768,72.618167,OSM
Anil Strach Mill Road,Road,Ahmedabad,23.038819,72.618088,OSM
Sarangpur railway station road,Road,Ahmedabad,23.02861,72.611774,OSM
Sarangpur railway station road,Road,Ahmedabad,23.028893,72.611907,OSM
Sarangpur railway station road,Road,Ahmedabad,23.028934,72.612051,OSM
Lal Bahadur Shastri Road,Road,Ahmedabad,23.052305,72.631628,OSM
Lal Bahadur Shastri Road,Road,Ahmedabad,23.052411,72.631462,OSM
Lal Bahadur Shastri Road,Road,Ahmedabad,23.050527,72.632356,OSM
Gheekanta Road,Road,Ahmedabad,23.0309,72.59816,OSM
Jantanagar road,Road,Ahmedabad,23.109036,72.581447,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.091822,72.662604,OSM
Satguru Swami Teoonramji Maharaj Flyover,Road,Ahmedabad,23.085263,72.65925,OSM
Memco Flyover,Road,Ahmedabad,23.057992,72.623457,OSM
Memco Flyover,Road,Ahmedabad,23.058049,72.623478,OSM
Memco Flyover,Road,Ahmedabad,23.05396,72.630033,OSM
Memco Flyover,Road,Ahmedabad,23.054189,72.629916,OSM
Dr. Ambedkar Flyover,Road,Ahmedabad,23.045139,72.609833,OSM
Dr. Ambedkar Flyover,Road,Ahmedabad,23.045162,72.609916,OSM
Dr. Ambedkar Flyover,Road,Ahmedabad,23.03841,72.611966,OSM
Dr. Ambedkar Flyover,Road,Ahmedabad,23.038397,72.611899,OSM
Maharana Pratap Flyover,Road,Ahmedabad,23.035305,72.629941,OSM
